ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.101333,5.904102,8.221689,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,6 / 11,26,2020-03-17 14:27:39:878
0.656011,5.085284,9.279925,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,526,2020-03-17 14:27:40:378
2.001553,5.631162,7.469909,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,1026,2020-03-17 14:27:40:878
1.810017,5.406108,8.403648,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,1526,2020-03-17 14:27:41:378
2.03986,5.707777,7.867347,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,2026,2020-03-17 14:27:41:878
1.867477,5.722142,7.575254,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,2527,2020-03-17 14:27:42:379
1.771709,5.750873,7.723695,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,3026,2020-03-17 14:27:42:878
1.891419,5.770026,7.560889,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,3526,2020-03-17 14:27:43:378
2.106898,5.956774,7.412449,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,4027,2020-03-17 14:27:43:879
1.493982,5.726931,7.551312,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,4526,2020-03-17 14:27:44:378
1.690306,5.688624,7.762002,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,5027,2020-03-17 14:27:44:879
0.718261,6.823475,6.933608,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,5526,2020-03-17 14:27:45:378
1.723825,6.713342,6.483498,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,6026,2020-03-17 14:27:45:878
1.417368,6.129156,6.746861,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 0,6526,2020-03-17 14:27:46:378
4.098873,7.062895,5.554548,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 1,7026,2020-03-17 14:27:46:878
2.806004,6.675035,6.454768,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 1,7526,2020-03-17 14:27:47:378
1.163582,6.924032,6.325481,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 1,8026,2020-03-17 14:27:47:878
1.340753,6.655881,6.909666,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 1,8526,2020-03-17 14:27:48:378
0.943315,6.59842,7.038953,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 2,9027,2020-03-17 14:27:48:879
0.962469,6.531382,7.149087,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 2,9526,2020-03-17 14:27:49:378
1.082179,6.435614,7.192182,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 2,10026,2020-03-17 14:27:49:878
1.053449,6.301539,7.374141,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 2,10526,2020-03-17 14:27:50:378
1.005565,6.44998,7.603985,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,0 / 3,11026,2020-03-17 14:27:50:878
1.819593,6.454768,7.565677,8.0,49.828587,24.04617,345.0,NaN,0.648,19.0,0.0,4 / 4,11527,2020-03-17 14:27:51:379
-0.454898,4.022259,11.09473,8.0,49.828632,24.046213,334.5,NaN,,21.439,,4 / 4,12026,2020-03-17 14:27:51:878
0.086191,3.974375,8.628703,8.0,49.828632,24.046213,334.5,NaN,,21.439,,4 / 4,12526,2020-03-17 14:27:52:378
