ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.134852,6.56969,7.694965,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,27,2020-03-11 20:23:16:854
3.921703,2.360683,19.862297,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,527,2020-03-11 20:23:17:354
0.071826,3.682282,10.390836,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 16,1026,2020-03-11 20:23:17:853
-1.80044,4.252103,9.150639,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 16,1526,2020-03-11 20:23:18:353
12.670115,5.075708,4.252103,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 16,2026,2020-03-11 20:23:18:853
14.537593,9.792285,8.006211,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 16,2526,2020-03-11 20:23:19:353
0.612916,12.847286,7.503428,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 15,3026,2020-03-11 20:23:19:853
2.839523,-0.588974,-4.261679,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 15,3526,2020-03-11 20:23:20:353
2.738967,3.878607,5.295975,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 16,4026,2020-03-11 20:23:20:853
1.039084,3.055001,6.842629,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 16,4526,2020-03-11 20:23:21:353
2.801216,9.720459,11.81778,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,5026,2020-03-11 20:23:21:853
-2.829946,5.267244,11.027693,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,5526,2020-03-11 20:23:22:353
7.517793,-0.636858,3.452439,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,6026,2020-03-11 20:23:22:853
12.138602,6.272809,12.770672,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,6526,2020-03-11 20:23:23:353
-0.47884,5.702989,11.200075,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,7026,2020-03-11 20:23:23:853
1.154005,4.525041,4.462792,0.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 16,7526,2020-03-11 20:23:24:353
-3.323152,1.489194,8.5473,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 17,8026,2020-03-11 20:23:24:853
0.972046,3.773262,0.076614,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 17,8527,2020-03-11 20:23:25:354
-6.157887,8.892065,8.585608,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,9026,2020-03-11 20:23:25:853
-3.639186,2.121263,12.243947,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,9526,2020-03-11 20:23:26:353
7.920019,0.344765,7.958327,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,10027,2020-03-11 20:23:26:854
6.368577,3.490746,4.86023,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,10526,2020-03-11 20:23:27:353
8.441956,11.51611,2.571373,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,11026,2020-03-11 20:23:27:853
-3.074155,-9.270349,-2.035071,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,11527,2020-03-11 20:23:28:354
3.77805,11.463438,2.8491,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,12026,2020-03-11 20:23:28:853
17.611748,11.784261,-6.224924,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,12526,2020-03-11 20:23:29:353
18.59337,20.441694,-4.941632,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,11 / 17,13026,2020-03-11 20:23:29:853
8.044518,17.324444,7.987057,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,11 / 17,13527,2020-03-11 20:23:30:354
8.298303,-2.533065,4.07972,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 17,14026,2020-03-11 20:23:30:853
0.392649,22.754494,4.759673,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 17,14526,2020-03-11 20:23:31:353
5.583278,20.781672,6.473922,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,15027,2020-03-11 20:23:31:854
-1.144428,-3.466804,-5.070919,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,13 / 17,15526,2020-03-11 20:23:32:353
-1.13964,3.284845,3.691859,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,16 / 18,16027,2020-03-11 20:23:32:854
24.454376,10.01734,2.39899,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,16 / 18,16526,2020-03-11 20:23:33:353
32.225956,28.596346,8.892065,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,16 / 18,17026,2020-03-11 20:23:33:853
-2.221819,8.317456,-1.819593,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,16 / 18,17526,2020-03-11 20:23:34:353
36.478058,34.46214,1.805228,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,17 / 18,18026,2020-03-11 20:23:34:853
-5.659893,7.283162,7.326257,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,17 / 18,18526,2020-03-11 20:23:35:353
1.316811,16.505627,0.45011,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 18,19026,2020-03-11 20:23:35:853
1.398214,-8.738836,-3.711012,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 18,19526,2020-03-11 20:23:36:353
-0.68953,7.580043,7.393295,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 17,20027,2020-03-11 20:23:36:854
-3.169923,7.192182,-1.235408,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 17,20527,2020-03-11 20:23:37:354
0.847547,-11.540052,-5.358223,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 18,21027,2020-03-11 20:23:37:854
6.454768,14.403518,4.357447,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 18,21526,2020-03-11 20:23:38:353
12.373235,23.44881,6.143522,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 18,22026,2020-03-11 20:23:38:853
3.375825,-0.684742,-2.494758,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 18,22526,2020-03-11 20:23:39:353
-4.999093,6.521806,5.319916,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,17 / 19,23026,2020-03-11 20:23:39:853
19.029116,3.375825,-1.810016,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,17 / 19,23527,2020-03-11 20:23:40:354
28.356924,27.638664,9.44752,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 19,24026,2020-03-11 20:23:40:853
-4.520252,5.114015,7.297527,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,15 / 19,24526,2020-03-11 20:23:41:353
16.184803,11.03727,-4.76925,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,17 / 19,25026,2020-03-11 20:23:41:853
17.176003,15.80652,0.732626,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,17 / 19,25527,2020-03-11 20:23:42:354
-4.620809,9.179369,-0.100556,8.0,49.8286,24.04625,346.0,NaN,3.492,14.5,174.4,14 / 19,26026,2020-03-11 20:23:42:853
