ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.624045,-1.211466,5.19063,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 22,36,2020-03-14 13:28:07:840
-0.837971,4.874595,7.824251,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,13 / 22,536,2020-03-14 13:28:08:340
-3.045424,8.034941,6.95755,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,13 / 22,1036,2020-03-14 13:28:08:840
3.854665,-1.786074,7.196971,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 22,1536,2020-03-14 13:28:09:340
-0.459687,7.082049,14.350845,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 22,2036,2020-03-14 13:28:09:840
-3.203442,9.461885,8.571242,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,13 / 22,2536,2020-03-14 13:28:10:340
-2.327164,6.042965,-0.301669,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,13 / 22,3036,2020-03-14 13:28:10:840
3.567361,13.536817,17.223886,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,12 / 22,3536,2020-03-14 13:28:11:340
15.662868,16.76899,8.647857,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,12 / 22,4037,2020-03-14 13:28:11:841
1.216255,-3.375824,-0.852336,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,10 / 21,4536,2020-03-14 13:28:12:340
-1.182736,8.872911,3.380613,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,10 / 21,5036,2020-03-14 13:28:12:840
10.955867,1.833959,-5.080496,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,12 / 22,5536,2020-03-14 13:28:13:340
24.420856,17.621325,4.941633,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,12 / 22,6036,2020-03-14 13:28:13:840
-1.819593,9.169792,6.698977,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,11 / 22,6536,2020-03-14 13:28:14:340
12.282255,13.613431,-8.690952,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,11 / 22,7037,2020-03-14 13:28:14:841
10.884041,8.255207,2.217031,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,15 / 21,7536,2020-03-14 13:28:15:340
-2.528277,5.592855,2.868254,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,15 / 21,8036,2020-03-14 13:28:15:840
3.284845,-2.671929,-2.557007,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,16 / 21,8536,2020-03-14 13:28:16:340
15.701175,16.481684,16.864758,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,16 / 21,9036,2020-03-14 13:28:16:840
2.470816,11.99495,2.509123,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,15 / 20,9536,2020-03-14 13:28:17:340
-0.014365,-7.742848,1.321599,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,15 / 20,10036,2020-03-14 13:28:17:840
-2.221819,4.606444,2.059013,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,16 / 21,10536,2020-03-14 13:28:18:340
27.92118,31.024067,5.453992,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,16 / 21,11036,2020-03-14 13:28:18:840
3.845088,-0.201113,-1.268927,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 21,11536,2020-03-14 13:28:19:340
23.458387,20.63802,1.924938,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 21,12037,2020-03-14 13:28:19:841
-0.392649,11.204864,1.364695,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,18 / 21,12536,2020-03-14 13:28:20:340
0.718261,-10.443508,-2.983175,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,18 / 21,13036,2020-03-14 13:28:20:840
5.401319,11.200075,1.312023,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 22,13536,2020-03-14 13:28:21:340
11.056423,21.246145,0.205901,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,17 / 22,14036,2020-03-14 13:28:21:840
2.37026,-12.090718,-0.665588,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,18 / 22,14536,2020-03-14 13:28:22:340
4.165911,7.445967,-3.016694,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,18 / 22,15037,2020-03-14 13:28:22:841
-2.504335,-13.129802,0.153229,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,18 / 23,15536,2020-03-14 13:28:23:340
-3.720589,6.617574,6.66067,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,18 / 23,16036,2020-03-14 13:28:23:840
33.906685,26.03455,-1.288081,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,19 / 23,16536,2020-03-14 13:28:24:340
10.927136,5.693412,0.914585,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,19 / 23,17036,2020-03-14 13:28:24:840
-4.879383,6.607997,1.35033,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 23,17536,2020-03-14 13:28:25:340
20.087353,26.101587,-11.032481,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 23,18037,2020-03-14 13:28:25:841
4.563349,-9.040505,-11.865664,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 23,18536,2020-03-14 13:28:26:340
-0.095768,11.832145,5.272033,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 23,19036,2020-03-14 13:28:26:840
10.596737,-1.024718,-12.320562,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 24,19536,2020-03-14 13:28:27:340
12.334928,8.987833,6.603208,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 24,20036,2020-03-14 13:28:27:840
-12.583924,0.842759,0.148441,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,20 / 24,20537,2020-03-14 13:28:28:341
3.174712,-13.397953,-4.01747,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,20 / 24,21036,2020-03-14 13:28:28:840
-2.236184,-11.745954,0.02873,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,20 / 24,21537,2020-03-14 13:28:29:341
0.756568,7.264008,6.21056,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,20 / 24,22036,2020-03-14 13:28:29:840
10.711658,1.565808,5.841852,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 25,22536,2020-03-14 13:28:30:340
19.40261,12.095507,3.246538,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 25,23036,2020-03-14 13:28:30:840
-2.145205,8.987833,-1.326388,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 26,23536,2020-03-14 13:28:31:340
0.383072,-14.590265,-2.772485,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 26,24036,2020-03-14 13:28:31:840
11.066,24.53578,13.163321,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 26,24537,2020-03-14 13:28:32:341
8.212112,18.59337,0.833182,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,23 / 27,25036,2020-03-14 13:28:32:840
-1.862689,-14.748282,-0.54109,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,25536,2020-03-14 13:28:33:340
6.038177,1.790863,-0.004788,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,26036,2020-03-14 13:28:33:840
-3.035848,4.793192,3.706224,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,23 / 27,26537,2020-03-14 13:28:34:341
14.044387,-8.169016,-0.78051,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,23 / 27,27036,2020-03-14 13:28:34:840
14.001291,15.68681,6.722919,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,27536,2020-03-14 13:28:35:340
-3.663128,7.594408,3.241749,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,28036,2020-03-14 13:28:35:840
3.107674,-17.209522,2.839523,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,28536,2020-03-14 13:28:36:340
10.237606,22.18946,16.678009,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,29036,2020-03-14 13:28:36:840
5.813122,15.212758,3.682282,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 26,29537,2020-03-14 13:28:37:341
-2.743755,-12.555194,-4.189853,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 26,30036,2020-03-14 13:28:37:840
12.823344,7.086837,1.532289,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,30536,2020-03-14 13:28:38:340
-5.032612,5.846641,-3.227384,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 27,31037,2020-03-14 13:28:38:841
-0.579397,-14.470555,-7.608773,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 25,31536,2020-03-14 13:28:39:340
7.608773,9.136273,6.631939,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 25,32036,2020-03-14 13:28:39:840
18.976442,24.80393,12.789825,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 26,32536,2020-03-14 13:28:40:340
2.274492,-5.190629,-4.601655,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,22 / 26,33036,2020-03-14 13:28:40:840
-1.838747,7.024588,3.792416,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,20 / 26,33536,2020-03-14 13:28:41:340
30.248344,21.92131,-0.158017,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,20 / 26,34037,2020-03-14 13:28:41:841
13.771448,5.540183,0.248997,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,19 / 26,34536,2020-03-14 13:28:42:340
-1.527501,8.125921,0.914585,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,19 / 26,35036,2020-03-14 13:28:42:840
18.229452,22.558168,1.752556,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 27,35536,2020-03-14 13:28:43:340
0.014365,-6.497863,-3.375824,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,21 / 27,36036,2020-03-14 13:28:43:840
-3.174711,8.461109,3.53863,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,19 / 27,36536,2020-03-14 13:28:44:340
17.851168,10.591949,2.27928,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,19 / 27,37036,2020-03-14 13:28:44:840
14.767436,11.884817,2.547431,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,23 / 27,37536,2020-03-14 13:28:45:340
-2.106897,8.580819,1.541866,8.0,49.82833,24.046589,352.0,NaN,6.804,7.5,188.7,23 / 27,38036,2020-03-14 13:28:45:840
