ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.062119,0.675165,3.117251,,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,34,2020-03-21 17:12:16:806
7.666234,-3.083732,4.343082,,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,535,2020-03-21 17:12:17:307
9.203311,-5.415684,4.721366,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,1035,2020-03-21 17:12:17:807
9.495404,-13.757083,0.167594,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,1535,2020-03-21 17:12:18:307
10.931925,-10.352529,-2.892196,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,2035,2020-03-21 17:12:18:807
-0.253785,-10.764331,-1.546654,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,2534,2020-03-21 17:12:19:306
1.273715,-9.088389,0.02873,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,3035,2020-03-21 17:12:19:807
3.256114,-16.089035,1.04866,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,3535,2020-03-21 17:12:20:307
-0.076614,-6.617573,-5.631162,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,4035,2020-03-21 17:12:20:807
3.514688,-13.28782,-1.757344,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,4535,2020-03-21 17:12:21:307
2.087744,-2.858677,-1.824382,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,5035,2020-03-21 17:12:21:807
2.327164,-7.465121,0.35913,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,5535,2020-03-21 17:12:22:307
3.126828,-7.489063,1.307234,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,6035,2020-03-21 17:12:22:807
3.495535,-9.131485,0.196325,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,6535,2020-03-21 17:12:23:307
2.810793,-11.468226,1.240197,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,7035,2020-03-21 17:12:23:807
0.248997,-2.652775,0.42138,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,7535,2020-03-21 17:12:24:307
3.342306,-10.31901,-0.536301,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,8035,2020-03-21 17:12:24:807
3.193865,-6.607996,-2.791639,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,8534,2020-03-21 17:12:25:306
3.428497,-8.135497,-1.101333,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,9034,2020-03-21 17:12:25:806
4.941633,-12.531252,0.881066,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,9535,2020-03-21 17:12:26:307
2.494758,-7.685387,-0.933739,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,10035,2020-03-21 17:12:26:807
3.241749,-11.133038,0.54109,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,10535,2020-03-21 17:12:27:307
1.742979,-4.491522,-3.581726,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,11035,2020-03-21 17:12:27:807
1.728614,-7.757213,-1.422156,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,11535,2020-03-21 17:12:28:307
4.692636,-10.496181,-5.300762,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,12035,2020-03-21 17:12:28:807
1.695095,-8.283937,-0.713472,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,12534,2020-03-21 17:12:29:306
2.149993,-11.7268,-0.526724,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,13035,2020-03-21 17:12:29:807
4.563349,-10.912771,-3.610456,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,13535,2020-03-21 17:12:30:307
4.496311,-10.702082,-0.651223,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,14035,2020-03-21 17:12:30:807
0.378284,-3.581726,-0.435745,0.0,49.84858,24.034962,362.0,NaN,1.692,11.0,0.0,19 / 19,14535,2020-03-21 17:12:31:307
