ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.672706,4.932056,7.431602,8.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,13 / 13,28,2020-03-20 16:37:53:352
6.095638,0.124498,6.014235,8.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,529,2020-03-20 16:37:53:853
8.690952,-3.399766,5.803545,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,1028,2020-03-20 16:37:54:352
15.251065,-4.515464,2.255338,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,1528,2020-03-20 16:37:54:852
5.808334,-0.92895,-4.592078,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,2029,2020-03-20 16:37:55:353
7.915231,-4.539406,-2.197877,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,2528,2020-03-20 16:37:55:852
4.745308,-9.074024,-1.877054,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,3029,2020-03-20 16:37:56:353
0.732626,-2.173935,-1.771709,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,3529,2020-03-20 16:37:56:853
4.156334,-6.780379,0.90022,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,4028,2020-03-20 16:37:57:352
-1.268927,-0.943315,4.625598,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,4528,2020-03-20 16:37:57:852
-4.529829,-10.67814,-3.265691,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,5028,2020-03-20 16:37:58:352
-1.302446,-18.708292,-2.461239,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,5529,2020-03-20 16:37:58:853
-8.633492,-4.118027,12.277467,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,6029,2020-03-20 16:37:59:353
0.641646,-10.730812,0.632069,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,6528,2020-03-20 16:37:59:852
8.724471,-21.490355,-12.449849,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,7029,2020-03-20 16:38:00:353
-12.023681,-23.300371,-0.828394,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,7529,2020-03-20 16:38:00:853
3.323152,-24.339455,0.158017,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,8028,2020-03-20 16:38:01:352
7.580043,-12.243947,4.587291,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,8529,2020-03-20 16:38:01:853
0.723049,-18.55985,-21.854273,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,9029,2020-03-20 16:38:02:353
-2.695871,-11.142614,-12.89517,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,9528,2020-03-20 16:38:02:852
-3.830723,0.68953,4.52983,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,10028,2020-03-20 16:38:03:352
6.665458,-8.298302,-5.185841,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,10529,2020-03-20 16:38:03:853
0.229843,-2.212242,-4.189853,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,11028,2020-03-20 16:38:04:352
0.54109,-7.101202,-0.196325,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,11528,2020-03-20 16:38:04:852
-3.567361,0.363919,5.161899,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,12029,2020-03-20 16:38:05:353
-3.093309,-4.371812,-4.381389,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,12528,2020-03-20 16:38:05:852
5.846641,-11.473015,0.368707,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,13028,2020-03-20 16:38:06:352
-6.517017,-8.858546,10.189722,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,13529,2020-03-20 16:38:06:853
-1.005565,-17.84638,7.699753,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,14029,2020-03-20 16:38:07:353
-0.426168,-34.792538,7.417237,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,14528,2020-03-20 16:38:07:852
-4.592078,-16.395493,-1.862689,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,15028,2020-03-20 16:38:08:352
7.560889,-18.358738,28.021736,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,15529,2020-03-20 16:38:08:853
6.947974,-11.128249,-3.797204,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,16029,2020-03-20 16:38:09:353
-2.030283,-24.765623,-16.002844,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,16528,2020-03-20 16:38:09:852
-2.600103,-11.314998,-3.639186,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,17029,2020-03-20 16:38:10:353
-3.792415,0.742203,4.400543,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,17528,2020-03-20 16:38:10:852
2.710236,-6.971915,-0.071826,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,18028,2020-03-20 16:38:11:352
0.392649,-7.948749,3.883395,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,18529,2020-03-20 16:38:11:853
2.169147,-9.399636,-1.302446,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,19029,2020-03-20 16:38:12:353
-1.211466,-2.394202,3.447651,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,19528,2020-03-20 16:38:12:852
-1.8579,-11.066,2.183512,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,20029,2020-03-20 16:38:13:353
-2.360683,-15.911864,-0.483629,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,20529,2020-03-20 16:38:13:853
-1.096544,7.642292,8.671799,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,21029,2020-03-20 16:38:14:353
-7.781155,-14.566323,-21.102493,0.0,49.846645,24.039322,374.0,NaN,0.144,29.500002,0.0,15 / 15,21528,2020-03-20 16:38:14:852
