ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.704672,0.814029,7.311892,8.0,49.8449,24.03956,360.0,NaN,5.22,11.0,283.1,0 / 0,25,2020-03-19 20:37:56:337
4.362236,-7.589619,4.52983,8.0,49.8449,24.03956,360.0,NaN,5.22,11.0,283.1,0 / 2,525,2020-03-19 20:37:56:837
2.39899,-3.514688,-3.840299,8.0,49.8449,24.03956,360.0,NaN,5.22,11.0,283.1,0 / 2,1025,2020-03-19 20:37:57:337
10.371682,-11.731588,1.302446,0.0,49.8449,24.03956,360.0,NaN,5.22,11.0,283.1,0 / 6,1525,2020-03-19 20:37:57:837
3.548207,-9.394848,5.88016,0.0,49.8449,24.03956,360.0,NaN,5.22,11.0,283.1,0 / 6,2025,2020-03-19 20:37:58:337
1.163582,-8.408437,1.532289,0.0,49.8449,24.03956,360.0,NaN,5.22,11.0,283.1,0 / 9,2525,2020-03-19 20:37:58:837
0.196325,-6.521805,-2.145205,0.0,49.843025,24.040066,347.8,NaN,,25.140999,,0 / 9,3025,2020-03-19 20:37:59:337
0.933739,-8.164227,-2.322375,0.0,49.843025,24.040066,347.8,NaN,,25.140999,,0 / 11,3525,2020-03-19 20:37:59:837
3.62961,-11.109096,-0.632069,0.0,49.843025,24.040066,347.8,NaN,,25.140999,,0 / 11,4025,2020-03-19 20:38:00:337
0.972046,-12.732365,-4.352658,0.0,49.843025,24.040066,347.8,NaN,,25.140999,,0 / 14,4525,2020-03-19 20:38:00:837
-3.141193,-13.52724,-3.045424,0.0,49.843025,24.040066,347.8,NaN,,25.140999,,0 / 14,5025,2020-03-19 20:38:01:337
1.786075,-5.386954,-0.493206,0.0,49.843025,24.040066,347.8,NaN,,25.140999,,0 / 16,5526,2020-03-19 20:38:01:838
3.193865,-7.149086,-1.939303,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 15,6025,2020-03-19 20:38:02:337
0.905008,-5.712565,-1.805228,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,11 / 14,6525,2020-03-19 20:38:02:837
-2.767697,-11.980585,-2.738967,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 19,7025,2020-03-19 20:38:03:337
-5.511452,-14.772224,-2.006341,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 19,7525,2020-03-19 20:38:03:837
-10.007763,-12.607866,-9.351752,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,16 / 21,8025,2020-03-19 20:38:04:337
-2.87783,-7.915231,-2.628833,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,16 / 21,8525,2020-03-19 20:38:04:837
-0.277727,-6.646304,-2.777274,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,19 / 22,9025,2020-03-19 20:38:05:337
-4.539406,-13.79539,-1.742979,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,19 / 22,9525,2020-03-19 20:38:05:837
-2.341529,-10.730812,0.009577,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,20 / 22,10025,2020-03-19 20:38:06:337
12.612655,3.15077,3.031059,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,20 / 22,10525,2020-03-19 20:38:06:837
-0.3304,-10.692505,-1.460463,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,18 / 22,11025,2020-03-19 20:38:07:337
0.493206,-3.471592,-0.129287,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,18 / 22,11526,2020-03-19 20:38:07:838
-4.984728,-11.334151,-2.671929,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,18 / 22,12026,2020-03-19 20:38:08:338
-0.679953,-11.707646,0.761356,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,18 / 22,12525,2020-03-19 20:38:08:837
2.576161,-19.34036,-9.380483,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,20 / 22,13025,2020-03-19 20:38:09:337
-3.20823,-12.263102,0.033519,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,20 / 22,13526,2020-03-19 20:38:09:838
-1.671153,-9.801862,-5.468356,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,18 / 22,14025,2020-03-19 20:38:10:337
-4.079719,-7.359776,-3.351882,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,18 / 22,14525,2020-03-19 20:38:10:837
0.057461,-4.994304,0.885855,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,17 / 22,15025,2020-03-19 20:38:11:337
-3.701436,-10.864887,-1.455675,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,17 / 22,15525,2020-03-19 20:38:11:837
-0.316035,-14.092271,4.826711,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 22,16025,2020-03-19 20:38:12:337
-6.947973,-14.920665,-3.663128,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 22,16525,2020-03-19 20:38:12:837
-5.099649,-11.535264,-1.881842,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 23,17026,2020-03-19 20:38:13:338
-2.30801,-4.046201,-6.287173,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 23,17525,2020-03-19 20:38:13:837
-4.290409,-6.459556,-0.727837,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 23,18025,2020-03-19 20:38:14:337
1.580173,-2.571372,0.608127,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 23,18526,2020-03-19 20:38:14:838
-2.413355,-8.748413,-2.145205,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 24,19025,2020-03-19 20:38:15:337
-2.197877,-14.221559,-5.501875,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,14 / 24,19525,2020-03-19 20:38:15:837
15.2367,-1.182736,-0.076614,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,12 / 24,20026,2020-03-19 20:38:16:338
-4.568136,-11.75553,0.287304,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,12 / 24,20525,2020-03-19 20:38:16:837
-1.61848,-3.993528,-3.256114,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 24,21026,2020-03-19 20:38:17:338
-3.275268,-7.589619,-1.043872,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 24,21525,2020-03-19 20:38:17:837
-2.394202,-12.325351,-3.203442,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,12 / 24,22026,2020-03-19 20:38:18:338
-0.402226,-8.863335,-1.173159,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,12 / 24,22525,2020-03-19 20:38:18:837
-1.503559,-12.550406,0.727837,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 24,23025,2020-03-19 20:38:19:337
-1.249773,-5.971139,-10.43872,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 24,23525,2020-03-19 20:38:19:837
-7.31668,-11.295844,-5.386954,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,13 / 24,24025,2020-03-19 20:38:20:337
2.504335,-2.964022,0.057461,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,13 / 24,24526,2020-03-19 20:38:20:838
-6.019023,-8.513782,-0.857124,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 24,25025,2020-03-19 20:38:21:337
0.301669,-14.211981,-5.358223,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,15 / 24,25525,2020-03-19 20:38:21:837
8.264784,-1.369483,6.047754,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,16 / 24,26026,2020-03-19 20:38:22:338
-2.384625,-13.110648,-1.628057,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,16 / 24,26525,2020-03-19 20:38:22:837
-2.298433,-17.252617,-16.515203,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,16 / 23,27025,2020-03-19 20:38:23:337
-5.640739,-10.065224,-2.030283,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,16 / 23,27525,2020-03-19 20:38:23:837
2.044648,-3.787627,1.063026,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,17 / 23,28025,2020-03-19 20:38:24:337
-1.312023,-8.839393,-1.68073,0.0,49.843212,24.040123,345.0,NaN,4.5,10.5,57.9,17 / 23,28526,2020-03-19 20:38:24:838
